stock,time,prices,shares
ITEN,09:30:12.00,0.78,700
CARZ,09:36:01.38,39.26,100
TTEC,09:36:54.40,23.9,11
XOOM,09:37:31.10,26.9,100
TCCO,09:30:00.40,7.55,8
CARV,09:31:31.83,6.4,1
MDABY,09:31:36.00,12.71,33
CART,09:30:00.73,3.31,300
MORT,09:37:23.55,22.19,100
SIMHD,09:30:20.80,1.8,100
BOSC,09:38:08.63,7.6,83
NATH,09:36:49.58,51.55,1
CATO,09:37:19.73,31.8,100
CATM,09:36:50.40,43.21,24
TTGT,09:36:49.78,6.935,4
NATI,09:37:32.95,31.45,100
ALOT,09:32:03.13,13.8499,5
NATL,09:36:49.48,23.31,3
TOYOF,09:30:04.20,61.5999,25
CRUS,09:38:05.73,20.19,63
NATR,09:37:55.63,17.9,6
BORN,09:36:23.50,2.59,200
CNGRY,09:36:57.40,18.95,108
GNBT,09:34:11.40,0.029,60000
BORK,09:30:40.00,0.0048,2000
ICGE,09:36:48.68,18.41,14
CASY,09:37:23.23,70.24,100
ALOG,09:38:00.55,87.34,4
ICEL,09:36:49.63,16.94,2
DDXS,09:34:32.60,0.9,500
BOTA,09:30:05.30,4.2,700
ALQA,09:30:13.40,7.05,1203
NASB,09:37:34.78,30.33,2
GWLIF,09:30:51.80,30.65,100
TLPFY,09:33:38.80,29.9,17
LLNW,09:36:56.15,1.99,29
TTFS,09:36:23.48,48.31,125
OWW,09:38:01.75,7.1,100
CRVW,09:30:09.00,0.303,200
MOQZ,09:30:14.20,0.2,100
CBL.PR.E,09:30:41.93,21.15,714
CRVP,09:33:31.05,1.0201,1
MORL,09:38:05.30,19.04,100
VTKLY,09:30:14.40,13.18,240
CRVL,09:36:49.18,47.04,5
MORN,09:35:32.65,78.09,1
GNAT,09:30:01.10,21.43,1000
CATY,09:37:06.50,26.63,43
OXF,09:30:04.70,1.25,100
NGDAF,09:34:22.80,1.0034,500
ICFI,09:38:09.80,34.83,11
NAVG,09:38:01.10,63.48,6
KINS,09:30:21.98,7.3,100
OXM,09:37:56.05,81.0,18
HQGE,09:38:08.40,0.115,400
RNCH,09:30:03.20,0.0164,700
CAVM,09:37:45.80,34.275,100
OXY,09:38:13.38,94.27,200
KBXRF,09:32:03.80,0.14,4834
CRWN,09:36:49.58,3.52,14
BOTJ,09:30:00.68,9.23,900
VIMC,09:36:09.63,1.94,15
TTHI,09:30:06.43,5.67,420
ITIC,09:36:26.83,80.9,2
ALLY.PR.A,09:35:00.23,26.71,6
ALLY.PR.B,09:38:05.85,26.96,100
MOSY,09:37:05.70,5.45,74
ITIP,09:30:00.60,45.68,205
GNCP,09:35:23.23,3.0E-4,100
GBOOY,09:36:23.20,34.79,200
NAVB,09:37:56.15,2.07,100
KIPS,09:30:00.18,0.72,1000
OZM,09:37:20.45,14.82,100
LLTC,09:37:54.53,45.1,200
RNET,09:37:29.33,48.03,100
WLSV,09:30:00.60,0.0021,145125
LLTI,09:30:02.33,0.07,5000
ALSN,09:36:42.95,27.2,1
DBOEY,09:30:14.80,8.18,1000
ALSK,09:37:31.25,2.1401,300
VIPS,09:38:04.45,83.135,400
LLTP,09:31:18.60,0.0601,12000
KIOR,09:38:10.05,1.64,100
VIOG,09:37:03.25,101.02,100
RAS.PR.C,09:30:07.10,24.92,300
RAS.PR.B,09:30:03.80,23.8,1
ITKG,09:30:10.60,0.29,10000
BOXC,09:30:05.68,24.96,50
ATUSF,09:30:11.20,11.55,30
VIOV,09:36:26.10,95.0,46
ALTV,09:30:00.05,8.14,300
MOVE,09:37:08.50,15.83,78
ALTR,09:38:13.20,31.9399,200
RNDY,09:38:09.35,9.78,100
TCEHY,09:37:44.40,64.83,26
CRZO,09:38:12.38,43.1486,50
VIOO,09:38:09.23,97.48,100
KIPO,09:30:06.58,6.12,550
ALTI,09:37:46.88,3.8839,2100
GEGYF,09:33:28.83,18.03,550
ICLR,09:35:59.95,39.91,100
DFS.PR.B,09:35:00.35,23.0,1
XOXO,09:37:29.70,14.81,86
ITNS,09:30:16.20,0.0019,83025
SCIXF,09:30:16.20,1.5,100
FSUGY,09:32:26.60,10.49,100
UIS.PR.A,09:38:01.43,88.5,100
ASCMA,09:37:48.03,86.09,8
TTLO,09:37:56.40,1.04,150
HLDCY,09:33:20.80,5.74,120
ITMN,09:36:58.10,14.8396,267
ICLD,09:38:12.55,16.16,140
GNGR,09:30:08.80,0.0056,3000
KIRK,09:37:51.03,23.6001,100
ALVR,09:30:00.60,0.65,50
TTMI,09:38:10.90,8.54,100
ESLOY,09:30:14.00,52.29,7
ICLN,09:30:03.60,10.4,9
RNGC,09:31:21.40,0.0035,1000
RNIN,09:33:51.60,0.6,996
ALXA,09:35:50.03,4.6721,500
VITC,09:36:49.45,5.77,13
FCGYF,09:30:55.80,13.4493,100
ICON,09:38:05.45,39.67,100
TTPH,09:36:49.40,13.63,8
TTNP,09:37:46.40,0.6,100
VISN,09:37:26.40,24.45,90
DVAX,09:38:01.10,1.9799,2600
UFPI,09:36:48.63,52.17,7
DEAR,09:32:59.80,0.02,10000
GNIN,09:32:32.20,0.078,1282
PAA,09:37:50.18,51.64,100
UFPT,09:36:49.55,25.62,2
ITOT,09:37:54.85,84.1745,275
PAC,09:31:10.10,52.6001,50
PAF,09:30:00.75,55.54,110
PAG,09:38:06.08,46.88,100
PAI,09:30:00.98,13.14,1290
PAL,09:38:09.28,0.638,100
OVAS,09:37:06.85,9.46,5
OTSKY,09:30:10.00,14.55,6
PAM,09:38:12.63,5.195,100
ALXN,09:38:09.33,132.19,100
ITRI,09:36:37.88,40.85,25
PAR,09:30:00.85,5.39,300
BWINB,09:37:23.58,27.4,5
VIVO,09:37:04.03,26.1501,1
ITRN,09:37:21.23,22.09,131
TCPC,09:37:50.98,16.67,20
GNLK,09:30:13.00,0.0051,20900
ALZH,09:38:10.40,3.55,100
PAY,09:38:12.68,26.43,100
TCPN,09:30:27.00,0.02,519
PBA,09:36:45.10,35.15,16
PBE,09:37:03.25,36.8,27
PBD,09:37:31.05,12.14,60
PBF,09:38:05.28,31.17,100
PBI,09:38:12.38,23.32,100
PBH,09:38:12.70,35.62,100
PBJ,09:37:12.83,26.25,200
PBP,09:37:29.28,20.64,100
PBS,09:38:07.50,26.456,300
PBR,09:38:13.70,13.3899,7000
DVCR,09:30:00.58,4.69,110
BAC.PR.I,09:36:32.55,25.02,47
PBT,09:38:14.03,12.7,400
PBW,09:37:44.78,6.33,400
XRGYF,09:37:53.80,0.29,1000
CSBK,09:37:42.15,12.79,5
PBY,09:37:50.45,12.15,100
BAC.PR.E,09:30:09.13,20.16,297
BAC.PR.D,09:38:06.45,24.101,600
UWTI,09:36:46.53,29.1525,865
PCC,09:32:33.63,8.4,200
OFC.PR.L,09:30:01.38,23.65,90
PCF,09:35:53.73,8.23,400
AMAVF,09:35:14.60,141.25,42
PCH,09:36:47.95,41.46,23
PCG,09:37:50.78,40.24,1
TCOR,09:30:43.20,0.28,375
DECK,09:38:10.93,85.0,100
PCI,09:38:13.00,22.43,100
SPOXF,09:32:24.40,2.4,51
PCL,09:38:11.95,46.46,55
PCK,09:36:23.03,9.02,174
PCN,09:36:51.88,15.796,100
SQNM,09:38:07.85,2.3075,100
PCM,09:32:03.55,11.77,4
PCP,09:38:09.23,268.02,100
ICPT,09:36:39.20,68.48,100
PCO,09:37:08.18,1.93,100
BAC.PR.Z,09:30:11.93,24.87,78
PCQ,09:37:44.43,13.069,200
CLCGY,09:30:50.00,11.65,145
STAG.PR.B,09:30:00.90,20.66,251
FSUMF,09:35:18.80,5.21,2250
STAG.PR.A,09:36:31.35,26.43,95
CSCO,09:38:13.10,22.1819,1000
TCRD,09:38:09.80,16.47,100
PCY,09:38:04.28,26.98,200
VIXH,09:30:00.68,22.81,25
OEDV,09:30:07.80,0.99,200
CSCD,09:36:27.58,9.21,100
NBBC,09:37:55.88,7.53,14
PDI,09:37:39.28,29.2319,100
PDH,09:37:05.45,11.6605,600
TSRYY,09:30:03.40,4.236,31
CBAK,09:37:33.35,2.26,100
SQQQ,09:38:08.78,14.5904,1600
PDM,09:37:52.98,16.51,100
CBAI,09:31:24.80,0.0021,21664
ITUB,09:38:06.23,13.13,400
PDO,09:30:01.38,4.85,5
PDN,09:38:06.55,27.6499,9
VIXY,09:38:01.90,29.01,100
PDP,09:36:18.80,36.48,200
PDS,09:38:12.88,9.29,100
TTTM,09:37:14.00,0.0725,8000
PDT,09:37:35.20,11.564,650
GNMK,09:36:51.48,13.19,20
GCV.PR.B,09:30:00.28,24.96,400
HSBC.PR.A,09:30:00.33,24.69,1025
PEB,09:37:57.03,30.63,1
PEG,09:38:13.65,31.81,100
PEJ,09:37:52.20,34.0399,400
PEI,09:36:51.58,18.86,1
PEK,09:35:45.48,31.58,300
PEP,09:38:11.30,82.65,100
PEO,09:36:41.68,27.22,100
PER,09:38:12.20,11.8,250
PES,09:37:57.80,7.93,350
KKPNY,09:31:34.00,3.19,911
QKLS,09:30:00.73,4.17,200
PEZ,09:37:33.40,41.0504,200
VIZS,09:34:48.40,2.0E-4,350000
PEY,09:37:07.13,11.8,600
PSB.PR.R,09:36:31.43,23.78,27
PSB.PR.S,09:30:00.80,21.61,1341
NSEC,09:30:00.35,9.99,300
PSB.PR.T,09:35:00.85,20.02,1
PSB.PR.U,09:30:00.80,19.2,107
PSB.PR.V,09:33:38.20,19.02,1
ICUI,09:36:48.63,63.81,6
PFE,09:38:13.70,30.433,758
TCTZF,09:32:53.40,64.982,800
PFD,09:30:58.25,12.4799,16
PFG,09:38:13.08,48.84,100
PFF,09:38:09.50,36.87,9
PFI,09:30:00.80,29.21,19
NVY.PR.C,09:30:03.78,9.99,5
PFM,09:36:26.83,19.852,150
PFL,09:35:54.28,11.3176,300
PFO,09:31:59.83,10.11,725
PFN,09:38:02.48,9.98,16
PFS,09:36:48.60,19.23,22
CSFS,09:33:17.93,1.39,50
TLNUF,09:35:12.40,0.0034,140000
MPAA,09:30:58.55,19.22,100
CSFL,09:36:49.35,10.21,11
PGC,09:36:49.48,19.95,4
PGF,09:37:59.25,16.95,100
PGH,09:37:50.90,6.18,600
ICTL,09:30:26.20,0.8075,550
CBDS,09:30:52.20,0.75,1000
PGJ,09:35:47.63,30.29,1000
PGI,09:36:26.88,11.42,100
DVHI,09:32:23.88,25.04,3500
DVHL,09:32:54.98,25.5,50
NBCB,09:36:49.53,32.42,2
PGP,09:33:56.15,23.25,20
PGR,09:38:06.18,27.255,100
CSEY,09:30:09.00,0.085,2888
PHII,09:37:24.93,39.4112,307
THBIY,09:37:42.00,10.7,2000
GNPG,09:34:32.60,0.013,10000
PGX,09:38:09.50,13.45,334
AMAT,09:38:08.40,17.42,200
PGZ,09:30:00.98,17.05,103
CSGS,09:37:20.35,29.43,18
AMAP,09:36:49.03,14.199,100
CSGP,09:36:47.85,184.49,15
PHA,09:30:00.53,24.87,300
PHB,09:35:16.95,19.1801,500
AMAG,09:36:48.68,24.46,12
CBEY,09:36:49.48,6.86,10
PHD,09:35:50.45,12.69,100
PHG,09:38:06.13,36.68,100
PHF,09:37:57.15,7.88,100
PHI,09:33:43.78,59.69,1
PHH,09:36:48.55,24.36,20
PHK,09:38:13.90,11.68,94
PHM,09:38:12.60,20.04,100
PHO,09:37:22.68,25.96,500
LMAT,09:30:00.35,8.04,106
PHT,09:37:52.55,17.09,59
TTXP,09:31:18.60,0.0152,5000
AMBT,09:30:00.65,2.68,2037
PHX,09:36:49.30,33.86,4
AMBS,09:38:00.40,0.082,2335
PID,09:37:48.10,18.2777,300
AMBK,09:33:47.40,8.5,2
AMBI,09:30:00.40,9.61,200
PIE,09:35:47.50,17.9,20
RDSMY,09:36:12.40,19.571,69
PII,09:38:10.15,145.22,100
AMBC,09:38:09.20,24.629,100
PIN,09:38:00.80,17.12,200
AMBA,09:38:14.03,32.76,787
PIM,09:37:47.05,5.05,200
PIP,09:37:28.15,1.91,100
PIO,09:36:58.35,22.85,80
PIR,09:38:12.50,23.03,100
GNRC,09:38:08.33,56.39,100
TTWO,09:37:43.03,17.23,26
PIZ,09:38:09.58,26.21,5
CMS.PR.B,09:33:04.08,97.0,1
AMCO,09:30:03.00,0.303,1
CSIQ,09:38:09.25,29.77,100
PJC,09:36:50.78,39.4,7
AMCN,09:38:13.95,2.19,1400
GNTX,09:37:52.80,32.84,100
NBHC,09:36:48.63,21.5,16
CSII,09:38:00.58,34.07,9
BPFH,09:36:59.78,12.5,100
PJH,09:36:04.63,20.9401,200
AMCF,09:37:42.53,1.7,100
OVLY,09:30:42.30,8.3799,1000
AMCC,09:37:41.50,13.219,500
PJL,09:30:09.70,26.42,100
NSIT,09:36:38.48,22.5,100
PJP,09:38:05.98,53.22,200
CPOKY,09:33:19.00,3.8,500
PKB,09:30:00.83,22.27,50
PKD,09:37:09.88,8.03,3
PHMD,09:38:11.75,13.74,200
PKE,09:37:53.03,28.43,100
PKG,09:38:14.05,63.19,41
MPEL,09:38:14.03,40.12,100
GNSZ,09:30:15.00,1.21,1000
WMAR,09:37:19.08,14.23,9
PKI,09:37:44.50,41.12,100
BCONQ,09:30:20.40,0.025,310
PTMEY,09:30:02.80,21.12,4
PKO,09:36:46.53,28.25,200
MPET,09:31:26.53,1.0201,25
PKT,09:37:09.98,15.02,21
RNST,09:36:48.65,31.44,11
LMCA,09:38:07.10,145.41,87
PKX,09:38:01.05,76.64,100
PKW,09:38:13.00,42.88,100
AMCX,09:37:18.28,67.3801,110
PKY,09:37:56.13,19.16,100
NBIX,09:37:59.85,9.2999,166
PLD,09:38:09.95,36.87,11
PLG,09:36:14.28,1.17,400
AMEN,09:36:48.80,598.5,1
AMEL,09:33:16.00,0.0015,500000
PLM,09:37:10.95,0.923,300
PLL,09:37:50.73,84.93,1
AMEH,09:35:52.20,0.65,330
CSKH,09:33:08.80,7.0E-4,40000
AMED,09:36:49.25,14.54,11
PLP,09:30:03.83,20.85,1
CBIS,09:38:07.00,0.067,17000
PLT,09:38:04.18,45.88,100
PLW,09:37:59.35,29.3602,259
DVOX,09:30:07.80,0.125,110
PLX,09:37:45.58,3.98,100
PMD,09:37:45.30,14.645,40
PMC,09:37:14.83,21.31,100
PRGAF,09:38:01.40,79.65,100
PMF,09:32:26.48,12.295,100
PME,09:30:00.48,3.22,150
WMCR,09:30:00.88,26.86,1
PML,09:37:05.68,10.6,80
PMM,09:36:31.83,6.62,1
PMO,09:37:38.08,10.73,100
PMR,09:30:01.48,35.03,1000
GNVC,09:35:30.90,2.3899,1000
PMT,09:38:14.03,23.0,100
PHOT,09:38:14.00,0.166,10000
PMX,09:36:56.30,10.02,326
CBLI,09:34:40.43,1.2,8018
PNC,09:37:50.83,76.99,1
SOMLY,09:37:53.00,15.07,500
PNF,09:37:07.75,10.17,300
PNI,09:37:55.18,10.35,100
PNK,09:38:02.13,25.98,100
AMGN,09:38:14.05,114.41,49
SWDBY,09:30:11.20,27.71,50
PNM,09:37:53.50,23.92,100
WMGI,09:38:00.55,30.45,15
PNR,09:38:07.85,77.27,100
PNW,09:38:06.15,52.7,200
PNY,09:37:54.20,32.727,100
PHRX,09:30:09.60,0.0041,10000
PNX,09:36:49.23,62.15,3
CSMA,09:30:27.85,21.0,50
EAGLW,09:30:00.35,1.28,1345
JGBD,09:34:25.05,17.61,100
DENN,09:37:18.73,7.18,49
JGBB,09:30:00.55,50.66,200
CSNT,09:37:35.20,0.06,7000
POL,09:37:03.50,35.1,100
NSLP,09:35:53.25,23.5599,400
POM,09:38:00.35,19.02,100
POR,09:37:48.03,29.94,1
POT,09:38:13.45,33.19,100
RNWK,09:36:49.55,7.59,8
AMHD,09:30:14.20,2.0E-4,50000
AGPYY,09:37:51.43,53.37,26
PPA,09:35:23.13,30.7975,650
PPC,09:37:42.50,16.16,30
OVRL,09:37:40.78,0.98,1000
CBNJ,09:35:47.13,10.13,1
PPG,09:38:13.60,189.74,33
PPH,09:38:00.38,52.75,300
MPLX,09:38:06.73,43.66,82
VJET,09:38:09.43,39.5119,246
PPL,09:38:12.58,29.97,181
PPO,09:36:29.98,38.86,90
PPP,09:37:22.68,4.55,400
PPS,09:38:01.03,45.23,101
PPR,09:37:58.75,5.81,100
CBMX,09:38:01.20,2.31,4300
PPT,09:38:02.18,5.45,54
HVRRY,09:31:34.00,42.35,7
XPLR,09:38:03.25,6.24,300
AMIC,09:35:40.90,12.02,95
AMID,09:36:32.28,26.39,100
PPX,09:31:44.23,20.74,1
NSPH,09:36:24.85,2.29,30
CSOD,09:36:47.90,53.33,23
WMIH,09:36:46.40,2.9,14
DEPO,09:38:08.40,10.3501,43
BML.PR.J,09:30:01.83,19.36,46
BML.PR.I,09:35:50.33,23.3001,435
BML.PR.H,09:30:01.08,17.41,1
BML.PR.L,09:37:34.18,19.6025,100
CBOE,09:38:06.75,51.62,100
BLIAQ,09:30:15.40,0.004,700
UGAZ,09:38:06.38,22.16,43
JGBS,09:33:42.48,19.28,100
MURGF,09:30:44.23,215.7,8
EHTH,09:38:10.40,46.68,6
MURGY,09:31:38.20,21.46,10
LMIA,09:38:05.60,14.65,4
CBNR,09:30:20.80,0.2794,300
PRA,09:36:09.85,48.17,100
MPSYF,09:30:24.00,77.75,60
CBPO,09:35:11.78,28.88,90
ZERO,09:35:10.80,1.06,5000
PRE,09:38:13.20,104.505,100
PRF,09:37:38.68,82.55,18
NWRLY,09:30:03.20,13.89,200
PRI,09:36:30.73,42.58,15
PRH,09:35:01.10,20.77,1
PRK,09:37:24.13,84.56,6
RDSPY,09:30:34.60,15.72,100
HRAA,09:34:29.80,0.23,10000
PRO,09:37:24.75,39.63,35
AMKR,09:38:01.38,6.05,1
PRN,09:37:08.70,47.456,900
PRU,09:38:12.88,91.23,100
HRAL,09:37:28.80,0.0045,10000
PRY,09:36:33.13,25.6,56
IDCC,09:37:56.05,29.21,41
PSB,09:36:35.13,76.37,11
PSA,09:38:03.00,149.63,300
OESX,09:30:05.73,6.72,200
PSF,09:31:11.60,24.57,809
NSPR,09:30:18.10,2.55,1000
CXEYF,09:30:00.60,0.006,956
CSGKF,09:37:43.40,30.1401,100
PSJ,09:30:00.85,36.06,548
PSI,09:32:44.90,18.69,114
PSL,09:37:43.98,44.0,900
PSK,09:36:06.90,39.3801,6
HLUYY,09:30:00.80,25.4,16
PSP,09:38:07.75,11.9,2700
PSO,09:36:40.43,22.11,95
PSR,09:30:00.88,56.69,1
AMLP,09:38:05.38,17.71,5
PSQ,09:38:13.70,18.34,600
PST,09:37:24.23,30.21,8
BPOP,09:37:57.50,28.53,12
AMLM,09:36:18.03,0.0051,700
PSX,09:38:12.43,76.91,200
OVTI,09:38:13.13,16.945,1200
CSRE,09:31:59.73,42.03,400
DEST,09:36:49.20,30.11,7
PTC,09:38:05.43,35.08,100
BOREF,09:31:34.80,16.75,100
NEE.PR.C,09:30:09.65,24.2,1
PTF,09:30:00.88,35.47,280
PTH,09:36:52.53,47.2,110
TDGCF,09:31:27.60,9.27,1150
BRK.A,09:37:52.45,177472.0,1
CBRL,09:36:47.90,109.83,11
BRK.B,09:38:10.93,118.17,100
AXAHY,09:37:40.40,27.22,646
TUES,09:37:57.70,15.69,80
PTM,09:36:22.98,15.55,100
NEE.PR.I,09:35:09.65,18.49,1
NEE.PR.H,09:35:09.65,20.16,1
PTN,09:32:32.08,0.7301,1
NEE.PR.J,09:35:11.70,18.3,400
PTP,09:37:54.60,61.0,32
NEE.PR.G,09:35:54.73,20.62,1
PTR,09:37:44.53,108.61,100
NEE.PR.F,09:36:47.75,25.49,1102
PTY,09:38:02.45,17.36,16
AXAHF,09:30:12.00,27.21,175
PTX,09:36:49.68,2.54,6
AMMG,09:31:17.40,0.0812,250
NSTG,09:30:03.68,17.18,50
RTRAF,09:35:03.20,0.3698,4000
NSRS,09:32:15.00,0.0035,2800
PUI,09:30:00.88,20.57,49
ZVUE,09:30:22.20,6.0E-4,1000
PUK,09:37:12.50,44.74,50
CBSH,09:35:11.15,44.54,1
NSSC,09:32:01.23,6.32,100
SMGBY,09:30:10.60,14.49,1200
PUW,09:30:00.88,31.85,3
AMNL,09:30:13.40,1.1,13
CSTM,09:37:05.63,23.105,100
CBRX,09:30:00.35,6.6,100
PVA,09:38:13.70,9.31,100
CSTI,09:30:08.80,9.7,500
AMNF,09:32:46.80,1.94,650
XPOI,09:35:12.80,1.62,3000
CSTE,09:37:36.68,49.39,1
AMNB,09:37:50.95,26.04,4
PVD,09:30:00.68,87.06,120
PVG,09:38:05.53,5.26,180
ISCHY,09:31:07.80,8.11,400
PVI,09:35:18.80,24.9858,4000
GDV.PR.A,09:30:00.45,24.52,400
PVH,09:37:57.65,136.74,1
TDEY,09:33:29.80,0.0032,670
GDV.PR.D,09:30:00.43,24.9,775
DVYL,09:36:57.15,41.04,7500
LMOS,09:36:49.20,21.19,9
NBTB,09:38:05.35,25.7,24
DEWM,09:35:43.00,9.0E-4,1667
AMOV,09:30:00.50,23.05,760
PVR,09:37:27.70,26.54,37
GOBK,09:30:00.60,0.025,50
NSFDF,09:30:12.40,1.76,400
XPRT,09:30:16.00,0.0026,250
SRDX,09:36:12.50,24.29,100
IDGC,09:35:08.80,3.0E-4,740000
CSUN,09:38:01.10,6.0853,100
PWB,09:30:00.88,25.83,100
PWC,09:36:54.63,67.9,50
OCANF,09:35:43.40,1.56,2104
UVVZP,09:36:25.60,1240.0,1
CBST,09:37:57.65,68.17,100
PWE,09:38:11.18,8.38,100
ZEUS,09:37:10.05,29.22,5
C.PR.C,09:35:00.28,21.1,1
BFGIF,09:31:51.20,31.24,50
SRCH,09:32:39.80,0.25,2000
CSWC,09:37:56.83,34.95,7
SAAS,09:37:00.75,7.71,29
LMNR,09:37:17.30,27.0,5
C.PR.E,09:33:33.60,24.96,226
SRCE,09:36:49.28,31.96,5
LMNX,09:37:19.30,19.2,100
C.PR.K,09:37:54.18,25.4,1000
PWO,09:30:00.88,69.02,1
PWR,09:37:56.98,31.33,300
C.PR.J,09:34:01.08,25.9583,500
AMPW,09:30:08.60,0.004,300
SRCL,09:37:43.05,115.46,100
PWV,09:38:05.50,28.24,10
C.PR.N,09:36:56.35,27.21,59
C.PR.S,09:35:00.25,25.01,2
PWX,09:30:00.63,19.52,3
AMPS,09:30:01.13,47.51,200
C.PR.Q,09:35:00.30,24.77,1
PWZ,09:30:00.88,23.23,412
HRDN,09:37:00.80,2.0E-4,249454
PHYS,09:37:53.23,10.139,250
DVYA,09:37:05.83,53.9,100
PFG.PR.B,09:36:32.50,23.68,97
CSVI,09:37:38.00,33.2,600
PXE,09:30:00.88,34.42,755
ISCHF,09:30:30.00,8.3,600
PXD,09:38:10.08,180.09,100
DVYE,09:34:44.15,48.0,900
ASBRF,09:30:02.40,28.42,100
AMPE,09:37:48.78,7.15,100
PXF,09:34:17.18,43.23,3
PXI,09:30:00.88,55.32,764
AMRE,09:38:06.83,16.7,1
PXH,09:36:57.33,20.1,200
AMRB,09:30:00.63,9.45,300
AMRC,09:36:49.53,9.58,6
ROCK,09:37:10.13,18.64,200
PXJ,09:38:08.15,25.72,200
IDHQ,09:30:01.15,19.79,25
PXN,09:36:40.25,7.43,400
PXQ,09:30:28.43,31.1838,300
SAEE,09:31:30.80,0.006,10000
PXR,09:30:15.65,37.38,100
HSFC.PR.B,09:37:34.35,22.96,100
FLAG,09:30:30.43,29.75,900
PVTBP,09:37:26.20,25.95,93
BDRBF,09:35:17.60,4.4,250
HAFC,09:38:05.90,21.59,45
PYC,09:30:00.98,21.83,200
AMADY,09:37:15.40,42.0,200
BPTH,09:37:18.40,4.05,20
ROBK,09:30:02.60,0.34,2285
AMSE,09:33:29.60,0.429,2000
AMSF,09:37:07.35,41.86,91
AMSC,09:38:13.35,1.65,100
PYK,09:34:37.18,22.79,600
PYN,09:32:03.30,8.65,48
BAYZF,09:30:38.60,138.55,300
ROBO,09:37:51.53,27.23,160
PYZ,09:30:04.00,50.94,54
AMRS,09:38:10.55,4.61,100
AMRN,09:38:11.88,1.9393,350
SREV,09:36:48.68,8.37,32
PZA,09:30:00.88,22.96,5745
PZC,09:37:57.60,9.26,22
PZE,09:36:42.40,5.58,100
PZD,09:36:20.98,31.391,100
PZG,09:37:48.80,0.96,3
AMRI,09:36:58.80,10.14,76
PZI,09:37:04.35,16.81,300
AMTG,09:38:09.48,14.75,220
AMTD,09:38:10.45,30.65,9
PZN,09:38:06.73,11.87,100
EP.PR.C,09:37:28.50,56.0,100
WJXFF,09:30:11.00,34.1986,50
GOFF,09:32:38.40,0.003,360
YSYB,09:31:27.00,0.015,1700
PZT,09:30:00.88,22.03,479
MPWR,09:36:48.00,34.42,21
AMSG,09:37:50.03,45.76,10
SRGL,09:30:24.60,6.0E-4,1000
SAEX,09:30:00.30,8.9,55
IDIX,09:38:00.45,5.9,200
UGLD,09:37:47.03,13.47,375
AMTX,09:34:27.60,0.2111,3000
SAFM,09:36:47.95,72.28,13
BDRAF,09:30:11.40,4.4015,98
TDIV,09:35:34.40,24.4506,200
SAFT,09:37:19.35,55.62,100
NSYS,09:35:18.93,5.4601,2342
SAFS,09:30:28.43,0.0023,114000
SAIA,09:38:13.43,32.05,100
GOHE,09:30:12.40,0.08,500
DNSKF,09:33:10.80,22.78,100
IDLV,09:36:12.23,31.151,3
EDPFY,09:30:02.40,36.07,15
SAIC,09:38:10.65,33.1,100
FLEX,09:38:07.53,7.67,100
TUNG,09:34:01.20,0.0898,200
LNCGY,09:35:52.80,12.099,200
SWDHF,09:30:18.60,0.535,1900
GOGC,09:30:14.00,0.065,2000
AMWD,09:36:49.15,39.34,4
WMTM,09:30:14.20,0.43,3000
FLDM,09:38:00.58,38.03,2
GOGO,09:38:05.48,24.96,100
KRC.PR.G,09:36:33.13,21.81,55
KRC.PR.H,09:32:39.45,20.41,95
EZCH,09:38:13.95,24.82,100
TUMI,09:37:47.38,22.52,100
HAIN,09:37:22.70,90.05,100
PICO,09:37:13.83,23.09,12
PUBGY,09:31:33.40,22.98,28
MKGAY,09:30:03.00,59.18,8
PICK,09:34:28.75,19.83,100
SRLP,09:36:04.70,18.14,100
AVMXY,09:36:08.60,2.5799,425
SRLN,09:34:17.15,50.0,3
EIDO,09:37:59.38,22.78,200
IDOG,09:30:01.15,28.95,969
QLGC,09:37:57.90,11.68,100
LVMHF,09:30:22.40,180.05,1
DWCH,09:38:00.53,34.49,100
HALL,09:36:49.58,9.01,5
HALO,09:38:11.93,14.8009,700
RNSGF,09:32:19.80,0.183,1000
DWAS,09:36:57.25,39.46,115
ROIC,09:37:45.08,14.53,100
ROIA,09:34:34.65,3.79,100
IDNG,09:30:12.00,0.0026,25950
QAI,09:37:56.68,28.86,500
PICB,09:30:09.13,29.29,346
JXSB,09:30:00.75,19.8,200
FLIC,09:36:49.25,42.91,4
GOLD,09:38:13.13,63.77,100
ENH.PR.B,09:31:30.40,25.38,200
ENH.PR.A,09:36:32.55,25.42,145
AMZG,09:35:15.13,2.0328,200
PIEX,09:32:02.40,0.0031,2000
SAMG,09:36:49.63,17.54,2
FLIR,09:37:57.15,29.78,100
NTAP,09:38:12.75,40.89,100
SAMP,09:30:02.33,0.003,20
QLIK,09:38:12.73,26.42,100
ROLL,09:38:00.95,70.64,100
RDEIY,09:33:05.00,12.92,500
SALE,09:38:09.70,28.8,100
TRBAA,09:37:46.80,77.7,4000
AOIFF,09:30:03.20,8.77,100
CTBI,09:36:49.18,45.23,5
SALM,09:37:19.63,8.78,6
SALT,09:38:02.95,10.03,100
ECOCQ,09:30:04.60,0.01,400
CTAS,09:38:01.48,59.15,1
AMZN,09:38:08.35,397.15,100
CTCM,09:38:09.08,13.69,100
SRPT,09:38:09.80,20.38,100
CTCH,09:35:41.00,3.05,100
IDSA,09:37:17.45,3.3,100
REG.PR.F,09:36:32.93,21.71,54
